sinus,bradycardia,tachycardia,brady_episode,increased_hrv,tachy_episode,atrial_flutter,atrial_fibrillation,extrasystoles_bigminy,extrasystoles_frequent,extrasystoles_isolated,extrasystoles_trigeminy,extrasystoles_big_episode,extrasystoles_trig_episode,filename
0.7927428483963013,0.01040457375347614,0.01285174489021301,0.009979154914617538,0.04636538028717041,0.01303795725107193,0.01217634323984385,0.01199480518698692,0.01106658391654491,0.009180691093206406,0.03729286417365074,0.01102937012910843,0.01077273488044739,0.01110496092587709,regular_1.csv
0.302839070558548,0.009540549479424952,0.01263964269310236,0.0100404554978013,0.5452505946159363,0.01276138052344322,0.008073695935308933,0.006428918335586786,0.008242920972406864,0.01010388694703579,0.0480746291577816,0.008127029985189438,0.009295444004237652,0.008581816218793392,regular_2.csv
0.5698928833007812,0.01237161364406347,0.01391667872667313,0.01325175818055868,0.2283116728067398,0.0154887530952692,0.01063114125281572,0.01247492525726557,0.01194781996309757,0.01341510191559792,0.06273555755615234,0.01116485707461834,0.01277709566056728,0.01162021607160568,regular_3.csv
0.8255817294120789,0.01098669599741697,0.01321443542838097,0.01248228643089533,0.01283618900924921,0.01122822053730488,0.01362453401088715,0.01000104937702417,0.01340872701257467,0.01021454762667418,0.02849460393190384,0.01338469516485929,0.01117201615124941,0.01337023358792067,regular_4.csv
0.4423363506793976,0.006235063541680574,0.007688944227993488,0.02328736893832684,0.2712129354476929,0.1072671562433243,0.006277197040617466,0.0112010333687067,0.005996813531965017,0.01147961337119341,0.08250515908002853,0.008484612219035625,0.008647220209240913,0.007380548398941755,regular_5.csv
0.6927638649940491,0.01363337505608797,0.01696519739925861,0.01421005092561245,0.01730439439415932,0.01649456098675728,0.01326586678624153,0.0144116124138236,0.01538870390504599,0.01514593511819839,0.1289131194353104,0.01515078824013472,0.0122462185099721,0.01410631276667118,regular_6.csv
0.508086621761322,0.007785201538354158,0.009946651756763458,0.007304291240870953,0.2851462662220001,0.008937242440879345,0.007998757995665073,0.007450856734067202,0.00702130701392889,0.009706013835966589,0.1197704970836639,0.007435765117406845,0.006920585408806801,0.00648991484194994,regular_7.csv
0.7743129134178162,0.01182744558900595,0.01746163703501225,0.01351620629429817,0.04555976763367653,0.01617071963846684,0.01349760498851538,0.0138135552406311,0.01271287072449923,0.01146172732114792,0.03234704956412315,0.01160783320665359,0.0111372722312808,0.01457344554364681,regular_8.csv
0.828611433506012,0.009309063665568829,0.01238033641129732,0.008818411268293858,0.01563987508416176,0.01018672063946724,0.01174614112824202,0.01105327811092138,0.01022822875529528,0.007887640967965126,0.04367650672793388,0.01213386468589306,0.007586244493722916,0.01074222940951586,regular_9.csv
0.7662355899810791,0.01327601727098227,0.0123982448130846,0.01452076528221369,0.008624989539384842,0.01292697619646788,0.01056394074112177,0.0108393719419837,0.0138826621696353,0.01198217459022999,0.08201811462640762,0.01282313745468855,0.02024545706808567,0.009662478230893612,regular_10.csv
0.8040382266044617,0.01015615090727806,0.01860435679554939,0.01077048666775227,0.02949315309524536,0.01157623436301947,0.0114089623093605,0.01320385374128819,0.01171900425106287,0.008257278241217136,0.03730339929461479,0.01114740595221519,0.0101868137717247,0.01213472802191973,regular_11.csv
0.6552067399024963,0.01136771589517593,0.01180377975106239,0.01023057848215103,0.05420635268092155,0.01861598342657089,0.01010513212531805,0.01125605124980211,0.01402292493730783,0.01578869670629501,0.1518164128065109,0.01377801783382893,0.009792483411729336,0.01200907118618488,regular_12.csv
0.7281255722045898,0.01186713576316833,0.01200751401484013,0.01322100684046745,0.07444363832473755,0.01663106866180897,0.01182302366942167,0.01116581540554762,0.01122105866670609,0.0178786925971508,0.04999470710754395,0.0163481067866087,0.01380391325801611,0.0114688016474247,regular_13.csv
0.181939497590065,0.01027187332510948,0.01900407299399376,0.01446422562003136,0.07840896397829056,0.02088182605803013,0.01008151099085808,0.01018193084746599,0.01527838781476021,0.02365070395171642,0.5781627893447876,0.01118098851293325,0.01535384636372328,0.01113943755626678,regular_14.csv
0.4897750914096832,0.01072805467993021,0.01494461297988892,0.01203703228384256,0.09545589238405228,0.01247450336813927,0.0112289534881711,0.01246954314410686,0.01104286313056946,0.0331023745238781,0.254969596862793,0.01107772346585989,0.01797017082571983,0.01272362191230059,regular_15.csv
